Column1;Listing;Price;SQMUP;Room Info;Area;Location;Ads
2778;Mieszkanie klasy Premium Warszawa Wilanów;1390000;19550;3;71.1;Wilanów;Biuro nieruchomości
2779;⭐ Przytulna Kawalerka na Ochocie od zaraz! ⭐;525000;19737;1;26.6;Ochota;Biuro nieruchomości
2780;Genialne mieszkanie na osiedlu Nowy Raków;939000;14105;3;66.57;Włochy;Biuro nieruchomości
2781;2 pok. z oddzielną kuchnią - Żoliborz Artystyczny;1000000;20000;2;50.0;Żoliborz;Biuro nieruchomości
2782;Dwupoziomowe | 2 garderoby | komórka | garaż;1095000;8186;5;133.76;Ząbki;Biuro nieruchomości
2783;Designerska kawalerka na Górnym Mokotowie;640000;20000;1;32.0;Mokotów;Biuro nieruchomości
2784;Sgh*Sggw*3Pokoje*Balkon*Cicho*Park*Metro*Od Zaraz*;699000;14961;3;46.72;Mokotów;Biuro nieruchomości
2785;Kamienica*3H*Od Zaraz*Cicho*Metro*Dwustronne*;835000;17055;2;48.96;Wola;Biuro nieruchomości
2786;Kamienica z 1948r, metro 500m, winda;1440000;18000;3;80.0;Śródmieście;Biuro nieruchomości
2787;Apartament na sprzedaż przy Chodkiewicza;3200000;24427;4;131.0;Mokotów;Biuro nieruchomości
2788;Ursynów, metro 2 min! Park, kominek, jacuzzi 67m2;990000;14836;2;66.73;Ursynów;Biuro nieruchomości
2789;Wysoki standard + AC+ Bezpośrednio;535000;16719;2;32.0;Ursynów;Biuro nieruchomości
2790;**ECO-BERENSONA*** kawalerka;370000;13704;1;27.0;Śródmieście;Biuro nieruchomości
2791;Urokliwa kawalerka na Mokotowie;620000;17694;1;35.04;Mokotów;Biuro nieruchomości
2792;Apartament 49m2 Jana Kazimierza 51 3 pokoje;940000;19117;3;49.17;Śródmieście;Biuro nieruchomości
2793;2 Pokoje | Praga Południe | Fundamentowa;660000;13608;2;48.5;Praga-Południe;Biuro nieruchomości
2794;50m2 2pokoje Metro Powst. Śląskich 85;753000;15060;2;50.0;Bemowo;Biuro nieruchomości
2795;Mieszkanie, 75 m², Warszawa;1162500;15500;3;75.0;Wola;Biuro nieruchomości
2796;bezposdnio duża kawalerka z możliwością wydz 2 pok;390000;8924;1;43.7;Praga-Północ;Biuro nieruchomości
2797;Mieszkanie, 42,20 m², Warszawa;633000;15000;2;42.2;Bielany;Biuro nieruchomości
2798;ECO Berensona - KREDYT 2% BEZPOŚREDNIO ostatnie p.;568000;11137;3;51.0;Białołęka;Biuro nieruchomości
2799;Przy metrze! 2-pok, prysznic! Garaż.Bez Pcc!;949000;20191;2;47.0;Bemowo;Biuro nieruchomości
2800;Tuż metrze!3pok!56m2.Garaż podziemny.Bez Pcc!Nowe!;949000;16865;3;56.27;Bemowo;Biuro nieruchomości
2801;38m2!!Przy metrze! 2-pok, prysznic! Garaż.Bez Pcc!;749000;19541;2;38.33;Bemowo;Biuro nieruchomości
2802;WYJĄTKOWE - ECO Berensona - KREDYT 2% Bezpośrednio;417000;12265;2;34.0;Białołęka;Biuro nieruchomości
2803;ECO Berensona! NOWE Bezpośrednio od dewelopera;370000;13704;1;27.0;Białołęka;Biuro nieruchomości
2804;4pokojowe w zielonej części Białołęki;1072500;12500;4;85.8;Białołęka;Biuro nieruchomości
2805;Top lokalizacja! Marszałkowska, 90,3 m2;1649000;18261;3;90.3;Śródmieście;Biuro nieruchomości
2806;BEZPOŚREDNIO, bez PCC, NOWE, 2023, wykończone;900000;21951;2;41.0;Mokotów;Oferta prywatna
2807;Mieszkanie na sprzedaż, 2 pokoje, bezpośrednio;649000;17261;2;37.6;Praga-Południe;Oferta prywatna
2808;Gotowe do odbioru 3 pokoje Ursus. Posag 7 Panien;594000;10092;3;58.86;Ursus;Biuro nieruchomości
2809;Penthouse w kameralnym budynku z prywatną windą;2900000;10309;6;281.3;Mokotów;Biuro nieruchomości
2810;Obok Królikarni z widokiem na zieleń - 5 pokoi;1960000;15105;5;129.76;Mokotów;Biuro nieruchomości
2811;4 pokoje z dużą komórką. Inwestycja zrealizowana.;1299000;12793;4;101.54;Włochy;Oferta prywatna
2812;Lazurowa/Narwik. Nowe . 3pok- 57,5m2, 3p. Metro.;855000;14870;3;57.5;Bemowo;Oferta prywatna
2813;Zadbane mieszkanie Warszawa - Służew;615000;14643;2;42.0;Mokotów;Biuro nieruchomości
2814;Funkcjonale, 3pokojowe mieszkanie na Bielanach;724000;12929;3;56.0;Bielany;Biuro nieruchomości
2815;Apartament na Żoliborzu z widokiem na zieleń;4995000;34930;3;143.0;Żoliborz;Biuro nieruchomości
2816;Kawalerka w sercu warszawskiej Ochoty;800000;20000;1;40.0;Ochota;Biuro nieruchomości
2817;Imielin, garaż, możliwość aranżacji 2 sypialni!;765000;12339;3;62.0;Ursynów;Biuro nieruchomości
2818;Zielone Włochy;456000;16000;1;28.5;Włochy;Biuro nieruchomości
2819;2-pokojowe mieszkanie blisko Centrum-Ochota;629000;17000;2;37.0;Ochota;Biuro nieruchomości
2820;Mieszkanie 2 pokoje ogródek i garaż w cenie!;810000;15882;2;51.0;Ursynów;Biuro nieruchomości
2821;Mieszkanie przy metrze i Bulwarach Wiślanych;849000;21402;1;39.67;Śródmieście;Biuro nieruchomości
2822;Przestronna Kawalerka z Balkonem na Starej Ochocie;660000;17694;1;37.3;Ochota;Biuro nieruchomości
2823;Eleganckie Mieszkanie w Zielonym Sercu Ochoty!;699000;18740;3;37.3;Ochota;Biuro nieruchomości
2824;Nowe Gotowe mieszkanie METRO 4min Bródno;599000;15847;2;37.8;Białołęka;Oferta prywatna
2825;Mieszkanie na poddaszu na Górnym Mokotowie;1200000;15190;2;79.0;Mokotów;Oferta prywatna
2826;3 pokoje + 54 mkw taras / Park Morskie Oko/ Metro;2069900;29999;3;69.0;Mokotów;Biuro nieruchomości
2827;Apartament 2pok, 47m2, metro Racławicka, Wiktorska;1320000;28085;2;47.0;Mokotów;Oferta prywatna
2828;Mieszkanie - Warszawa Mokotów;845000;16569;2;51.0;Mokotów;Biuro nieruchomości
2829;Mieszkanie - Warszawa Mokotów;1550000;17284;3;89.68;Mokotów;Biuro nieruchomości
2830;Mieszkanie - Warszawa Wilanów;750000;19501;2;38.46;Wilanów;Biuro nieruchomości
2831;Tylko u nas! 3 pokoje ul. Komputerowa.;1299700;19312;3;67.3;Mokotów;Biuro nieruchomości
2832;Urokliwe 2-Pokojowe Mieszkanie na Żoliborzu;590000;18159;2;32.49;Żoliborz;Biuro nieruchomości
2833;Ostoja Wilanów, 5 pok. z ogródkiem, na dwie strony;2000000;19231;5;104.0;Wilanów;Oferta prywatna
2834;BEZPOŚREDNIO* Nowe*2 pok., ul. Heroldów 25!;849000;19295;2;44.0;Bielany;Oferta prywatna
2835;3 pokoje, ul. Sonaty, Mokotów;865500;15000;3;57.7;Mokotów;Biuro nieruchomości
2836;3-pokojowe mieszkanie 58 m2 + balkon - Ursynów;1103232;19200;3;57.46;Ursynów;Oferta prywatna
2837;Funkcjonalne 4 pokojowe mieszkanie | Mokotów;1259000;15543;4;81.0;Mokotów;Biuro nieruchomości
2838;Żal Nie Kupić!!! 38m# 2 pokoje# Metro# Po Remoncie;795000;20921;2;38.0;Wola;Biuro nieruchomości
2839;Komfortowy Apartament Na Żoliborzu;4780000;25699;4;186.0;Żoliborz;Biuro nieruchomości
2840;Klimatyzowane mieszkanie na Ursynowie przy Parku.;1160000;10741;4;108.0;Ursynów;Biuro nieruchomości
2841;Klimatyczne Mieszkanie W Kamienicy 3,80 M Wysokośc;3300000;29730;5;111.0;Śródmieście;Biuro nieruchomości
2842;Wyjątkowy apartament Warszawa-Mokotów!;1525000;16939;3;90.03;Mokotów;Biuro nieruchomości
2843;Kawalerka - Husa Park - Bez prowizji i PCC - LAS!;329000;12185;1;27.0;Białołęka;Oferta prywatna
2844;Gotowe 4 pokoje. Zdjęcia real!;859000;10999;4;78.1;Ursus;Oferta prywatna
2845;51 M2 - Mieszkanie Przy Łazienkach Królewskich;898000;17608;2;51.0;Mokotów;Biuro nieruchomości
2846;Penthouse o pow. 92,4 m2 z tarasem o pow. 68 m2;1850000;20015;3;92.43;Wilanów;Biuro nieruchomości
2847;wyjątkowe mieszkanie na sprzedaż | Stary Mokotów;799000;19488;3;41.0;Mokotów;Biuro nieruchomości
2848;Wysoki Parter 2 Pokoje, Duży Taras,;529000;12855;2;41.15;Białołęka;Biuro nieruchomości
2849;Okazja / Metro Rondo Onz / 3 pokoje / do remontu;739000;12906;3;57.26;Śródmieście;Biuro nieruchomości
2850;Kamienica /3 pokoje po remoncie / 2 balkony /garaż;960000;15434;3;62.2;Wola;Biuro nieruchomości
2851;Okazja / Metro Rondo Onz / 4 pokoje / Centrum;739000;12906;4;57.26;Śródmieście;Biuro nieruchomości
2852;Penthouse przy Rondzie Daszyńskiego;2850000;23171;5;123.0;Wola;Biuro nieruchomości
2853;4 pokoje / loggia / 2x garaż / komórka / bez Pcc;1325000;16987;4;78.0;Mokotów;Biuro nieruchomości
2854;Elegancki apartament z widokiem na park;2890000;25530;3;113.2;Śródmieście;Biuro nieruchomości
2855;Klimatyczne mieszkanie na Starej Pradze;545000;15039;1;36.24;Praga-Północ;Biuro nieruchomości
2856;Bliska Wola piękne mieszkanie 41m2 - ogródek 36m2;890000;21707;2;41.0;Wola;Oferta prywatna
2857;Piękny Apartament Z Tarasami;1844056;15970;3;115.47;Wilanów;Biuro nieruchomości
2858;Piękne Mieszkanie Z Widokiem Na Starówkę;2250000;19565;4;115.0;Praga-Północ;Biuro nieruchomości
2859;3 Pokojowe ✔️ Dwustronne ✔️ Ogródki;795000;12619;3;63.0;Bielany;Biuro nieruchomości
2860;Ząbkowska 2 pokoje w kamienicy;882000;15000;2;58.8;Praga-Północ;Biuro nieruchomości
2861;Słoneczne 3 pokoje w świetnej lokalizacji;700000;12500;3;56.0;Praga-Północ;Biuro nieruchomości
2862;Jana Jeziorańskiego 53 /Apartament 3 pokoje !;1100000;17875;3;61.54;Praga-Południe;Biuro nieruchomości
2863;Prywatny taras 90 metrów! Dwupiętrowe! Zieleń!!;3999000;36355;3;110.0;Mokotów;Biuro nieruchomości
2864;Mieszkanie 2 pokojowe, 51m2, żelazna/jerozolimskie;990000;19412;2;51.0;Wola;Oferta prywatna
2865;Nowoczesne Wola Warszawa;880000;17426;2;50.5;Wola;Oferta prywatna
2866;Ostatni DOM z ogrodem 88,4 m2 + 2 parking Pompa;917000;10373;5;88.4;Wawer;Oferta prywatna
2867;2 x Kawalerki 11% ROI Galeria Mokotów;335000;17632;2;19.0;Mokotów;Oferta prywatna
2868;3 pokojowe mieszkanie w dzielnicy z charakterem;1030000;16902;3;60.94;Praga-Północ;Biuro nieruchomości
2869;2 Kawalerki Bielany METRO 11% dla inwestora;320000;16842;2;19.0;Praga-Południe;Oferta prywatna
2870;Ursynów | Gotowe do wprowadzenia | Klimatyzacja;1065000;12972;3;82.1;Ursynów;Biuro nieruchomości
2871;Komfortowe 3 pokoje na Żoliborzu!;1480000;18500;3;80.0;Żoliborz;Biuro nieruchomości
2872;Dwa mieszkania idealne na inwestycję;1140000;17538;2;65.0;Wola;Biuro nieruchomości
2873;Bezpośrednio sprzedam;669900;16339;2;41.0;Targówek;Oferta prywatna
2874;Przestronne mieszkanie z ogródkiem - Oaza Spokoju;1409400;15660;3;90.0;Ursynów;Biuro nieruchomości
2875;Trzypokojowe, Gościniec, ciche, dwustronne.;750000;9375;3;80.0;Wesoła;Biuro nieruchomości
2876;Tuż przy Metrze i Parku Praskim do wprowadzenia!;699000;16643;2;42.0;Praga-Północ;Biuro nieruchomości
2877;Saska Kępa ul. Ateńska, 2 pok+kuchnia, 38m;550000;14360;2;38.3;Praga-Południe;Biuro nieruchomości
2878;Penthouse w Centrum Warszawy z dwoma tarasami;2500000;21422;4;116.7;Wola;Biuro nieruchomości
2879;Bez prowizji Franciszka Klimczaka 17 Wilanów;1392000;20659;2;67.38;Wilanów;Biuro nieruchomości
2880;3-pokojowe mieszkanie 64m2 + loggia;2105400;32657;3;64.47;Wola;Inwestycja deweloperska
2881;1-pokojowe mieszkanie 31m2 + ogródek;913700;28905;1;31.61;Wola;Inwestycja deweloperska
2882;Idealnie wykończony apartament, cicho, zielono.;1840000;17981;3;102.33;Wilanów;Biuro nieruchomości
2883;Grójecka / Włodarzewska 1-2 pok. balkon garaż;590000;18438;1;32.0;Ochota;Biuro nieruchomości
2884;4-pokojowe mieszkanie przy Parku Szczęśliwickim;1295000;17911;4;72.3;Ochota;Oferta prywatna
2885;Wawer Mieszkanie 120 m2 do wprowadzenia;989000;8242;4;120.0;Wawer;Biuro nieruchomości
2886;Mieszkanie, 96,50 m², Warszawa;888000;9202;5;96.5;Praga-Południe;Biuro nieruchomości
2887;Mieszkanie, 74,34 m², Warszawa;1188000;15981;3;74.34;Mokotów;Biuro nieruchomości
2888;Osiedle Tawułkowa | piętro + poddasze 158m2 | 6D;699000;4424;5;158.0;Wawer;Inwestycja deweloperska
2889;LOFT GARDEN Wesoła ETAPII 53-97m2 apart. OGRÓDEK;643000;11976;3;53.69;Wesoła;Inwestycja deweloperska
2890;Willa Oksywska Marymont;2200000;22814;4;96.43;Bielany;Biuro nieruchomości
2891;Przestronne mieszkanie Praga Południe - Grochów;1050000;16897;3;62.14;Praga-Południe;Oferta prywatna
2892;1-pokojowe mieszkanie 32m2 + balkon Bez Prowizji;679447;21160;1;32.11;Wola;Inwestycja deweloperska
2893;Okazja - trzy pokoje do remontu/super rozkład;564000;8995;3;62.7;Białołęka;Biuro nieruchomości
2894;Klimatyczne mieszkanie z dobrą energią;729000;11464;3;63.59;Białołęka;Biuro nieruchomości
2895;3-pokojowe mieszkanie 57m2 + balkon;1074796;18800;3;57.17;Wola;Inwestycja deweloperska
2896;Bezpośrednio, Piękne 2 pok, Ursus, H. Oksza;510000;14046;2;36.31;Ursus;Oferta prywatna
2897;Mieszkanie na sprzedaż Warszawa Bielany 2pokoje;850000;17347;2;49.0;Bielany;Oferta prywatna
2898;Sprzedam mieszkanie w świetnej lokalizacji;693000;15400;2;45.0;Praga-Południe;Oferta prywatna
2899;Rodzinne mieszkanie z tarasem i widokiem na sad;2215202;13999;5;158.24;Wilanów;Biuro nieruchomości
2900;Mieszkanie 56,77 m2 > 3 pokoje > Rembertów;607400;10699;3;56.77;Rembertów;Biuro nieruchomości
2901;Piękna kawalerka na Muranowie. Super lokalizacja;699000;26885;1;26.0;Wola;Biuro nieruchomości
2902;Mieszkanie 3 pokoje, Bielany;696000;14500;3;48.0;Bielany;Oferta prywatna
2903;Mieszkanie, 38,50 m², Warszawa;691000;17948;2;38.5;Mokotów;Biuro nieruchomości
2904;Cztery pokoje Metro Dworzec Wileński;899000;12417;4;72.4;Praga-Północ;Biuro nieruchomości
2905;4-pokojowe mieszkanie 76m2 + loggia Bezpośrednio;1310603;17150;4;76.42;Wola;Inwestycja deweloperska
2906;3-pokojowe mieszkanie przy parku Królikarnia;799000;17370;3;46.0;Mokotów;Oferta prywatna
2907;Idealne dla Młodych od 26m2+balkon, KREDYT 2%;375000;14423;1;26.0;Białołęka;Biuro nieruchomości
2908;PREMIUM APARTAMENT, mieszkanie na woli, prywatnie;1090000;25750;2;42.33;Wola;Oferta prywatna
2909;Gotowe mieszkanie od dewelopera! 3 pokoje 64m2 z o;790000;12210;3;64.7;Targówek;Biuro nieruchomości
2910;Gotowe mieszkania w nowej inwestycji - Targówek bl;609000;11491;2;53.0;Targówek;Biuro nieruchomości
2911;Gotowe mieszkanie od dewelopera 94m2 z antresolą -;859000;9129;3;94.1;Targówek;Biuro nieruchomości
2912;Stara Ochota w kamienicy z klimatem 55 mk2, 2 pok.;880000;16000;2;55.0;Ochota;Biuro nieruchomości
2913;Czteropokojowe mieszkanie na Targówku blisko metra;1400000;14862;4;94.2;Targówek;Oferta prywatna
2914;3 pokoje Białołęka BEZPOŚREDNIO;670000;12642;3;53.0;Białołęka;Oferta prywatna
2915;Mieszkanie dwupoziomowe 4-pokojowe BEZPOŚREDNIO;1350000;11578;4;116.6;Białołęka;Oferta prywatna
2916;Wyremontowane 3 pokoje na Pradze Północ - bezpośre;790000;12154;3;65.0;Praga-Północ;Oferta prywatna
2917;Nowe 2023r_Wykończone_Metro_UW_SGH_ul.Domaniewska;1049000;20980;2;50.0;Mokotów;Oferta prywatna
2918;Powiśle/Dobra/1 pokój+widna kuchnia/balkon;847000;22527;1;37.6;Śródmieście;Biuro nieruchomości
2919;Do odświeżenia;780000;10894;3;71.6;Białołęka;Oferta prywatna
2920;Nowe 2023r_Wykończone_10min centru_UW_WUM_Politech;640000;16000;2;40.0;Ochota;Oferta prywatna
2921;Fantastyczne, 4 lub 5 pok. mieszkanie przy Metrze;795000;11309;4;70.3;Targówek;Biuro nieruchomości
2922;Mieszkanie przy metrze Wierzbno na sprzedaż 41 m;657000;15997;2;41.07;Mokotów;Oferta prywatna
2923;Przestronny i cichy apartament na Górnym Mokotowie;1799000;15984;4;112.55;Mokotów;Biuro nieruchomości
2924;51m2+duzy balkon|Wilanów|spokojna okolica| na3kw23;703906;13700;3;51.38;Wilanów;Biuro nieruchomości
2925;Sprzedam gotowiec inwestycyjny bezpośrednio 5pokoi;640000;13474;5;47.5;Praga-Południe;Oferta prywatna
2926;2pok w świetnej cenie| Wilanów| zaraz gotowe!;690390;13500;2;51.14;Wilanów;Biuro nieruchomości
2927;64m2 Nowe Miasto, 3 str. świata ! słoneczne;1250000;19531;3;64.0;Śródmieście;Biuro nieruchomości
2928;3pok+oddzielna kuchnia| Wilanów| cena!!| na 3kw'23;782460;13500;3;57.96;Wilanów;Biuro nieruchomości
2929;Bezpośrednio Mieszkanie 2 pokoje 46,6 m.;650000;13948;2;46.6;Bemowo;Oferta prywatna
2930;4pok|2tarasy| Wilanów| na 3kw2023| super cena!;1409776;14200;3;99.28;Wilanów;Biuro nieruchomości
2931;400m od Uniwersytetu Medycznego z parkingiem;780000;17931;2;43.5;Ochota;Oferta prywatna
2932;Kawalerka ul. Jutrzenki przy kolejce WKD;440000;16548;1;26.59;Śródmieście;Oferta prywatna
2933;---- 4-POKOJOWE mieszkanie z 49 m2 OGRÓDKIEM ----;852345;8528;4;99.95;Białołęka;Inwestycja deweloperska
2934;2-pokojowe mieszkanie 44m2 + balkon;840605;19070;2;44.08;Wola;Inwestycja deweloperska
2935;ul. gen. Józefa Zajączka – Stary Żoliborz 39 m;530000;13590;2;39.0;Żoliborz;Oferta prywatna
2936;93m2 z antresolą| taras 87m2| Metro Młociny 10min;1425000;15249;1;93.45;Białołęka;Biuro nieruchomości
2937;3 - pok. przy metrze Młociny, Lekka / Sokratesa;1299999;20813;3;62.46;Bielany;Oferta prywatna
2938;115m2|taras 44m2|antresola| Metro 10min| Białołęka;1669000;14494;2;115.15;Białołęka;Biuro nieruchomości
2939;Mieszkanie - Warszawa Praga-Południe Gocławek;1590000;18167;4;87.52;Praga-Południe;Biuro nieruchomości
2940;Apartament z tarasem | Rezydencja Warecka |;2675000;35906;3;74.5;Śródmieście;Biuro nieruchomości
2941;3pok+2ogródki|Metro 10min| Białołęka| dla rodzin!;626300;11775;3;53.19;Białołęka;Biuro nieruchomości
2942;Sprzedam kawalerkę z widokiem na park;399000;12469;1;32.0;Targówek;Oferta prywatna
2943;3pok| Białołęka| Metro 10min| super cena i okolica;643700;11927;3;53.97;Białołęka;Biuro nieruchomości
2944;2pok, widna kuchnia| Metro 10min| Białołęka| cena!;554000;12614;2;43.92;Białołęka;Biuro nieruchomości
2945;Mieszkanie 3 pokojowe na Mokotowie;799400;14000;3;57.1;Mokotów;Oferta prywatna
2946;3 pokoje 84 m2, balkon, Łagowska, metro Bemowo;1092000;13000;3;84.0;Bemowo;Biuro nieruchomości
2947;3pok+2ogródki|Metro 5min| Bielany|super inwestycja;1207800;19402;3;62.25;Bielany;Biuro nieruchomości
2948;Mieszkanie 53m2, 3 pokoje, Mokotów;795000;15000;3;53.0;Mokotów;Oferta prywatna
2949;Balkon/ Cisza / Gotowe Do Wprowadzenia;594000;22000;1;27.0;Praga-Południe;Biuro nieruchomości
2950;4pok| Praga PŁN| 6min do Metra| cena| na 1kw.2024;1144326;14180;4;80.7;Praga-Północ;Biuro nieruchomości
2951;ul.Granitowa obok Wyścigów dużo zieleni b. cicho!;1450000;15828;4;91.61;Mokotów;Biuro nieruchomości
2952;Kawalerka Wraszawa Wola;480000;17778;1;27.0;Wola;Oferta prywatna
2953;3 pokoje z komórką lokatorską i garażem;963000;17605;3;54.7;Mokotów;Biuro nieruchomości
2954;3pok*64m2*dwustronne*oddanie za rok*0 prowizji;791013;12300;3;64.31;Bielany;Biuro nieruchomości
2955;4pok|Metro Dw Wileński 6min| tram 4min| na 01'24r;1163677;14280;4;81.49;Praga-Północ;Biuro nieruchomości
2956;Zamieszkaj w cichej i zielonej części Natolina;789000;12445;3;63.4;Ursynów;Biuro nieruchomości
2957;Penthouse z tarasem 170 m2 i widokiem na zabytkowy;10161310;28999;6;350.4;Mokotów;Biuro nieruchomości
2958;Unikatowy widok na park! 2 balkony, winda wjeżdża;6299910;27000;5;233.33;Mokotów;Biuro nieruchomości
2959;3pok| Metro Dw Wileński 6min|widok na Wisłę| cena!;1051305;14180;3;74.14;Praga-Północ;Biuro nieruchomości
2960;Luxury rezydencja! Widok na park! Duży taras!;3627180;26868;4;135.0;Mokotów;Biuro nieruchomości
2961;0% prowizji od Kupującego! Odnowiona kamienica!;676005;25037;2;27.0;Śródmieście;Biuro nieruchomości
2962;4pok|10min do Centrum| metro 6min| Praga Płn| cena;1161678;14280;4;81.35;Praga-Północ;Biuro nieruchomości
2963;Kawalerka 24m Nowe Miasto;612000;25500;1;24.0;Śródmieście;Biuro nieruchomości
2964;2-3 pokoje, 50m2, miejsce postojowe, komórka lok.;559000;11138;2;50.19;Białołęka;Oferta prywatna
2965;1/2pok z antresolą| super miejsce|Metro 15min|cena;1311499;11900;2;110.21;Targówek;Biuro nieruchomości
2966;Kawalerka na Poddaszu;370000;18500;1;20.0;Targówek;Oferta prywatna
2967;107m2 z antresolą| narożny balkon| Metro15min|cena;1248508;11600;1;107.63;Targówek;Biuro nieruchomości
2968;113m2 z antresolą| 15min do Metra| super cena!!;1313468;11600;1;113.23;Targówek;Biuro nieruchomości
2969;Mieszkanie 2-pokojowe przy metrze Bemowo;935000;16732;2;55.88;Bemowo;Oferta prywatna
2970;Sprzedam 56,18m2, 3 pokoje Bliska wola/ordona;1123600;20000;3;56.18;Wola;Oferta prywatna
2971;2 pokoje wysoki standard obok metra Kondratowicza;850000;14938;2;56.9;Targówek;Biuro nieruchomości
2972;Bielany 2pok 2015r loggia garaż na już;599000;16593;2;36.1;Bielany;Biuro nieruchomości
2973;Sprzedam mieszkanie 57m - 3 pokoje Warszawa Ursus;830000;14561;3;57.0;Ursus;Oferta prywatna
2974;Śródmieście Południowe - Os. Latawiec - 1 pokojowe;650000;19420;1;33.47;Śródmieście;Biuro nieruchomości
2975;Penthouse w Sąsiedztwie Lasu Kabackiego;4200000;26582;4;158.0;Ursynów;Biuro nieruchomości
2976;2pok*46m2*balkon 15m2*bez prowizji;602680;13000;2;46.36;Targówek;Biuro nieruchomości
2977;2pok*45m2*ogródek 32m2*bez prowizji*oddanie za rok;550080;12000;2;45.84;Bielany;Biuro nieruchomości
2978;3pok*69m2*balkon*dwustronne*bez prowizji;897066;12900;3;69.54;Bemowo;Biuro nieruchomości
2979;3 oddzielne pokoje * 48m2 * Ursus;515000;10729;3;48.0;Ursus;Biuro nieruchomości
2980;Mieszkanie 2 pokojowe z ogrodem bezpośrednio;765000;17230;2;44.4;Ursynów;Oferta prywatna
2981;Mieszkanie, 48,80 m², Warszawa;620000;12705;2;48.8;Mokotów;Biuro nieruchomości
2982;Mieszkanie, 56,10 m², Warszawa;515000;9180;3;56.1;Rembertów;Biuro nieruchomości
2983;Prywatne;755000;11984;3;63.0;Bielany;Oferta prywatna
2984;BEZPOŚREDNIO Sprzedam mieszkanie 47m2, Bielany;669000;14234;2;47.0;Bielany;Oferta prywatna
2985;Sady Żoliborskie - 2 pokoje, 37,5m - bezpośrednio;685000;18267;2;37.5;Żoliborz;Oferta prywatna
2986;Sprzedam 3-pokojowe mieszkanie Kłobucka 6A;1200000;17647;3;68.0;Ursynów;Oferta prywatna
2987;Apartament do aranżacji przy Ogrodzie Krasińskich!;1950000;21667;3;90.0;Śródmieście;Biuro nieruchomości
2988;Warsaw Brewery Studio for sale - HOT LOCATION;1290000;49615;1;26.0;Wola;Oferta prywatna
2989;Na sprzedaż 2 pokoje na Starym Mokotowie, metro.;699491;16900;2;41.39;Mokotów;Biuro nieruchomości
2990;Niezależne M2, oddzielna kuchnia | 3 min. do Metra;565000;17712;2;31.9;Wola;Biuro nieruchomości
2991;Bielany 1998r 2pok widna kuchnia balkon metro;575000;15333;2;37.5;Bielany;Biuro nieruchomości
2992;Kamienica ul. Sienna 143 m2 4 pokoje + garaż;4200000;29281;4;143.44;Wola;Biuro nieruchomości
2993;Miasteczko Wilanów Kazachska - 2 pok 41 m2 + garaż;899000;21927;2;41.0;Wilanów;Biuro nieruchomości
2994;Mokotów, bez PCC, f-VAT, 100 m2, nowe, dewelop.;2060000;20549;4;100.25;Mokotów;Oferta prywatna
2995;Ursus | ul. Tomcia Palucha | 2 - pokoje | 51 m²;649000;12721;2;51.02;Ursus;Biuro nieruchomości
2996;Do sprzedaży atrakcyjne 2- pokojowe mieszkanie;699000;15032;2;46.5;Wola;Biuro nieruchomości
2997;3 pokoje Nowe Budownictwo Saska ogródek + Garaż;1150000;17164;3;67.0;Praga-Południe;Biuro nieruchomości
2998;Bezpośrednio od dewelopera, bez prowizji;4000000;17778;8;225.0;Mokotów;Biuro nieruchomości
2999;2 pokoje, cicha, zielona okolica, metro Słodowiec.;585000;16433;2;35.6;Bielany;Oferta prywatna
3000;Mieszkanie w nowym apartamentowcu na 3 piętrz;1100000;19895;2;55.29;Ursynów;Oferta prywatna
3001;3-pokojowe mieszkanie 59m2 + ogródek;1041950;17500;3;59.54;Mokotów;Inwestycja deweloperska
3002;3 pokoje do wejścia przy Uniwersytecie Medycznym;750000;20161;3;37.2;Ochota;Biuro nieruchomości
3003;2 pokojowe mieszkanie - Metro Młociny;875000;17549;2;49.86;Bielany;Oferta prywatna
3004;BEZPOŚREDNIO | 2 pokoje | WYKOŃCZONE z architektem;625000;13298;2;47.0;Targówek;Oferta prywatna
3005;Miasteczko Wilanów, 4 pok. Idealne dla rodziny!;1590000;15687;4;101.36;Wilanów;Oferta prywatna
3006;44 M2 - Mieszkanie Na Bielanach;595000;13554;2;43.9;Bielany;Biuro nieruchomości
3007;Apartamenty przy lesie, Marysin, korkowa 161e, la;799000;17025;2;46.93;Wawer;Oferta prywatna
3008;38m2 przy metrze!Warszawa.Bez PCC!2 pokoje!Bezpośr;749000;19541;2;38.33;Bemowo;Oferta prywatna
3009;Komfortowy, 3 pokojowy apartament z dużym balkonem;1120000;18695;3;59.91;Białołęka;Biuro nieruchomości
3010;Mieszkanie dwupoziomowe przy ul. Włodajewska.;3000000;17857;6;168.0;Ochota;Oferta prywatna
3011;Od Zaraz! Apartament Glamour Warszawa Wola;999999;25700;2;38.91;Wola;Oferta prywatna
3012;3pokoje/przy samym metrze stokłosy;910000;14022;3;64.9;Ursynów;Oferta prywatna
3013;Sprzedam wyjątkowe mieszkanie bez agencji;1250000;11364;4;110.0;Białołęka;Oferta prywatna
3014;Doskonała Inwestycja - 43m2, kamienica Śródmieście;775000;18019;1;43.01;Śródmieście;Biuro nieruchomości
3015;Mieszkanie, 67 m², Warszawa;1299000;19388;3;67.0;Żoliborz;Oferta prywatna
3016;Atrakcyjna Kawalerka- Wilanow, Herbu Janina;539900;16835;1;32.07;Wilanów;Biuro nieruchomości
